City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,xiva,41.3783,60.3639,14.99,32,100,5.85,UZ,1715295948
285,kodiak,57.79,-152.4072,1.73,93,100,3.09,US,1715295949
286,revda,56.801,59.9303,0.38,71,45,2.54,RU,1715295949
287,gering,41.8258,-103.6605,13.07,62,100,8.75,US,1715295950
288,villa canas,-34.0057,-61.6076,7.75,75,34,3.58,AR,1715295950
289,rongelap,11.1635,166.8941,27.22,80,68,7.98,MH,1715295951
290,pantabangan,15.8113,121.1443,26.44,75,86,3.29,PH,1715295951
291,veranopolis,-28.9361,-51.5494,13.07,90,81,1.19,BR,1715295952
292,surgana,20.5667,73.6167,23.33,81,8,1.54,IN,1715295952
293,sarykemer,43.0,71.5,16.71,79,73,0.34,KZ,1715295953
294,san luis,-33.295,-66.3356,11.16,42,63,4.27,AR,1715295892
295,deniliquin,-35.5333,144.9667,14.0,93,100,3.74,AU,1715295953
296,ruteng,-8.6136,120.4721,18.72,92,68,0.47,ID,1715295954
297,madera,37.1666,-119.8343,30.27,24,0,2.11,US,1715295954
298,osakarovka,50.565,72.5692,12.74,75,90,3.61,KZ,1715295955
299,karema,-6.8205,30.4389,21.91,77,81,2.42,TZ,1715295955
300,selfoss,63.9331,-20.9971,4.47,63,96,0.96,IS,1715295935
301,lepsy,46.235,78.9456,20.79,32,94,3.56,KZ,1715295956
302,dingli,35.8614,14.3822,16.56,82,75,5.66,MT,1715295956
303,dongola,19.1667,30.4833,28.27,7,16,4.48,SD,1715295742
304,vadso,70.0744,29.7487,0.09,69,100,6.17,NO,1715295799
305,port macquarie,-31.4333,152.9167,17.72,63,100,1.46,AU,1715295958
306,cluj-napoca,46.7667,23.6,6.71,100,0,2.24,RO,1715295959
307,nizhniy odes,63.6445,54.856,-8.1,97,16,2.29,RU,1715295959
308,howrah,22.5892,88.3103,23.0,83,40,2.57,IN,1715295960
309,qoryooley,1.7878,44.53,24.64,93,36,3.61,SO,1715295960
310,fauske,67.2588,15.3918,5.02,82,90,7.15,NO,1715295961
311,fada,9.5667,8.3,25.87,64,98,0.56,NG,1715295961
312,oamaru,-45.0784,170.9801,11.88,66,61,7.68,NZ,1715295962
313,aykhal,66.0,111.5,-8.58,90,100,3.79,RU,1715295962
314,manakara,-22.1333,48.0167,21.86,87,75,2.03,MG,1715295963
315,gloversville,43.0528,-74.3438,15.72,70,91,2.64,US,1715295963
316,guane,22.2025,-84.0875,29.95,59,40,3.84,CU,1715295769
317,kununurra,-15.7667,128.7333,21.99,83,4,0.0,AU,1715295734
318,concordia,-31.393,-58.0209,14.04,77,0,2.57,AR,1715295883
319,inongo,-1.95,18.2667,22.1,98,100,1.3,CD,1715295965
320,manokwari,-0.8667,134.0833,27.55,80,100,2.48,ID,1715295966
321,labrador city,52.9463,-66.9114,7.95,34,0,4.12,CA,1715295966
322,lisala,2.15,21.5167,22.89,96,96,1.3,CD,1715295741
323,lucheng,31.2336,117.2806,18.73,74,28,3.01,CN,1715295718
324,paita,-5.0892,-81.1144,22.13,75,70,8.94,PE,1715295937
325,ribeira brava,32.65,-17.0667,21.35,76,81,0.57,PT,1715295968
326,north bend,43.4065,-124.2243,28.88,56,0,7.72,US,1715295968
327,qaqortoq,60.7167,-46.0333,1.53,76,100,1.21,GL,1715295969
328,salmon arm,50.6998,-119.3024,25.62,22,40,1.03,CA,1715295786
329,princeville,45.7668,-61.2985,5.18,96,100,4.63,CA,1715295970
330,lospalos,-8.5186,127.0025,23.6,92,55,3.16,TL,1715295971
331,port moresby,-9.4431,147.1797,25.88,81,100,2.45,PG,1715295678
332,bijie,27.3125,105.2942,15.62,95,100,1.95,CN,1715295972
333,lionel town,17.8101,-77.2406,30.94,73,99,3.3,JM,1715295972
334,timimoun,29.2639,0.231,26.21,18,0,7.2,DZ,1715295734
335,villa ojo de agua,-29.5,-63.6938,8.74,52,100,3.59,AR,1715295973
336,beyneu,45.3167,55.2,12.05,47,17,2.96,KZ,1715295973
337,marsh harbour,26.5412,-77.0636,25.44,73,9,4.36,BS,1715295974
338,koysinceq,36.0821,44.6278,16.35,54,82,1.14,IQ,1715295974
339,bang saphan,11.2126,99.5117,26.5,87,100,1.04,TH,1715295975
340,kakata,6.53,-10.3517,25.08,96,88,0.61,LR,1715295975
341,nova vicosa,-17.8919,-39.3719,25.84,83,10,3.55,BR,1715295704
342,ulsteinvik,62.3432,5.8487,4.95,84,20,0.89,NO,1715295725
343,baiti,13.745,-14.7482,31.89,36,53,6.78,SN,1715295976
344,rio preto da eva,-2.6994,-59.6997,26.38,84,97,0.9,BR,1715295963
345,cidreira,-30.1811,-50.2056,15.36,66,58,2.67,BR,1715295693
346,horta,38.5333,-28.6333,17.79,91,86,3.58,PT,1715295978
347,tortosa,40.8125,0.5216,17.91,65,80,2.08,ES,1715295978
348,lompoc,34.6391,-120.4579,25.08,53,0,5.14,US,1715295979
349,luzino,54.9481,73.0353,9.87,93,40,1.0,RU,1715295979
350,pocao de pedras,-4.6667,-44.85,28.03,69,97,1.18,BR,1715295712
351,dubbo,-32.25,148.6167,16.07,72,75,5.66,AU,1715295980
352,namibe,-15.1961,12.1522,22.77,68,17,2.86,AO,1715295981
353,callao,-12.0667,-77.15,24.84,82,40,3.09,PE,1715295709
354,jinka,5.65,36.65,17.85,94,100,1.48,ET,1715295982
355,erenhot,43.6475,111.9767,11.53,70,100,10.8,CN,1715295982
356,ambalangoda,6.2355,80.0538,27.35,82,95,0.43,LK,1715295982
357,kudymkar,59.0173,54.656,-2.68,88,92,5.91,RU,1715295983
358,nadi,-17.8,177.4167,26.0,57,40,6.17,FJ,1715295983
359,strazhitsa,43.2333,25.9667,11.89,94,100,1.58,BG,1715295984
360,fort bragg,35.139,-79.006,25.11,77,40,6.17,US,1715295984
361,lycksele,64.5954,18.6735,2.93,65,77,5.66,SE,1715295910
362,nantucket,41.2835,-70.0995,12.79,87,0,5.66,US,1715295985
363,sungailiat,-1.85,106.1333,27.02,79,26,3.84,ID,1715295985
364,mulino,56.2892,42.9201,1.22,84,55,4.76,RU,1715295986
365,muang xay,20.7,101.9833,19.75,98,78,0.36,LA,1715295986
366,la sarre,48.8002,-79.1996,13.35,42,89,3.75,CA,1715295984
367,orcopampa,-15.2661,-72.3417,10.93,74,100,2.28,PE,1715295987
368,akjoujt,19.6969,-14.4164,34.07,9,99,6.94,MR,1715295988
369,vyborg,60.7076,28.7528,3.63,82,83,2.31,RU,1715295988
370,weno,7.4515,151.8468,28.95,78,88,8.43,FM,1715295989
371,nichinan,31.6,131.3667,14.82,70,100,0.75,JP,1715295989
372,curillo,1.0333,-75.9191,22.15,99,100,0.57,CO,1715295990
373,glace bay,46.1969,-59.957,3.92,96,100,5.14,CA,1715295990
374,vilyuchinsk,52.9306,158.4028,10.15,65,5,0.73,RU,1715295990
375,candido mota,-22.7464,-50.3869,24.37,49,23,1.49,BR,1715295800
376,pacific grove,36.6177,-121.9166,25.91,69,0,6.26,US,1715295991
377,bombarral,39.2672,-9.158,18.95,92,0,1.16,PT,1715295764
378,wynyard,-41.0,145.7167,14.75,72,100,5.98,AU,1715295992
379,santa cruz del norte,23.1539,-81.9236,28.24,71,19,4.72,CU,1715295993
380,basco,20.4487,121.9702,26.39,71,99,8.34,PH,1715295993
381,mbandaka,0.0487,18.2603,22.8,98,99,1.46,CD,1715295994
382,amahai,-3.3333,128.9167,29.55,83,74,0.82,ID,1715295994
383,la passe,45.5549,-0.8967,16.13,88,8,6.07,FR,1715295995
384,umm kaddadah,13.6017,26.6876,25.26,8,0,5.18,SD,1715295995
385,berezovo,63.9381,65.0419,-0.92,95,100,5.02,RU,1715295996
386,masterton,-40.9597,175.6575,9.38,57,1,4.35,NZ,1715295987
387,langepas,61.2544,75.2124,7.14,91,99,4.51,RU,1715295996
388,ozar,20.1,73.9333,25.28,70,9,3.03,IN,1715295997
389,goldsboro,35.3849,-77.9928,25.5,69,0,4.12,US,1715295733
390,mbaiki,3.8678,17.9892,23.37,89,88,0.89,CF,1715295998
391,lashio,22.9333,97.75,17.48,97,74,0.49,MM,1715295719
392,tanumah,27.1,44.1333,25.33,18,5,5.53,SA,1715296000
393,bestobe,52.4994,73.0975,14.68,81,100,6.14,KZ,1715296000
394,kolonia town,6.964,158.206,29.06,79,100,4.12,FM,1715296000
395,kostomuksha,64.571,30.5767,-10.54,99,70,0.89,RU,1715296001
396,mezhdurechenskiy,59.6,65.9333,-0.75,83,20,2.86,RU,1715296002
397,ngorongoro,-3.2397,35.4875,11.47,97,95,2.89,TZ,1715296002
398,ust'-labinsk,45.2125,39.6864,13.69,54,86,4.21,RU,1715296003
399,fortuna,40.5982,-124.1573,26.63,41,20,5.14,US,1715296003
400,edd,13.9297,41.6925,31.42,71,29,4.37,ER,1715296003
401,tarawa,1.419,172.984,30.05,84,20,2.57,KI,1715296004
402,hammerfest,70.6634,23.6821,1.25,86,100,3.09,NO,1715296004
403,plettenberg bay,-34.0527,23.3716,13.27,89,0,1.74,ZA,1715296004
404,korla,41.7597,86.1469,17.83,20,0,1.48,CN,1715296005
405,gudari,19.35,83.7833,26.39,86,69,1.21,IN,1715296005
406,rondonopolis,-16.4708,-54.6356,25.73,45,2,1.48,BR,1715295737
407,luchegorsk,46.4764,134.2569,12.79,30,82,2.2,RU,1715296006
408,wietmarschen,52.5333,7.1333,13.86,94,32,1.88,DE,1715296006
409,verkhnevilyuysk,63.4453,120.3167,-2.73,56,21,3.78,RU,1715296007
410,jumla,29.2747,82.1838,7.89,91,67,0.81,NP,1715296007
411,coquimbo,-29.9533,-71.3436,13.99,80,100,1.57,CL,1715296008
412,rio grande,-32.035,-52.0986,14.06,68,15,2.78,BR,1715295831
413,isla mujeres,21.2311,-86.731,30.09,81,47,5.83,MX,1715295751
414,cockburn town,21.4612,-71.1419,25.51,77,13,5.82,TC,1715296009
415,chonchi,-42.6128,-73.8092,7.56,90,59,1.77,CL,1715296009
416,tam ky,15.5667,108.4833,23.58,86,43,1.8,VN,1715295783
417,n'dalatando,-9.2978,14.9116,20.68,99,51,1.3,AO,1715296010
418,san fernando del valle de catamarca,-28.4696,-65.7852,15.43,59,94,1.34,AR,1715295724
419,auki,-8.7676,160.7034,28.13,78,100,1.93,SB,1715296011
420,mao,39.8885,4.2658,14.31,100,0,3.6,ES,1715296011
421,fisterra,42.9049,-9.2629,15.42,74,97,2.2,ES,1715296011
422,leava,-14.3,-178.1667,27.83,66,100,6.54,WF,1715296012
423,san fernando,15.0286,120.6898,28.87,67,20,3.67,PH,1715296012
424,dauphin,51.1494,-100.0502,24.08,31,40,9.77,CA,1715296013
425,hasaki,35.7333,140.8333,14.22,40,0,3.83,JP,1715296013
426,khawr fakkan,25.3313,56.342,29.03,53,0,6.07,AE,1715295761
427,suoyarvi,62.0833,32.35,-2.83,81,48,1.17,RU,1715296014
428,kiunga,-6.1219,141.2906,25.57,93,99,0.18,PG,1715296014
429,arpacay,40.8487,43.3291,7.8,92,100,0.62,TR,1715296015
430,port alfred,-33.5906,26.891,17.73,90,2,0.34,ZA,1715295750
431,kilgore,32.3863,-94.8758,29.84,74,75,2.57,US,1715296015
432,melfi,40.9965,15.6514,13.61,80,100,3.21,IT,1715295818
433,rabaul,-4.1967,152.1721,27.59,75,82,1.57,PG,1715296016
434,dunda,-8.1167,34.25,18.99,76,99,2.18,TZ,1715296017
435,shagonar,51.5333,92.8,7.83,66,84,0.96,RU,1715296017
436,sonoita,31.85,-112.8333,29.05,13,2,5.49,MX,1715296018
437,turkestan,43.3333,68.25,18.98,60,100,2.01,KZ,1715296018
438,robertsdale,30.5538,-87.7119,29.47,84,100,2.68,US,1715296019
439,viqueque,-8.8673,126.3658,25.3,87,74,0.41,TL,1715296019
440,gebeit,21.0667,36.3167,25.1,34,84,2.74,SD,1715296019
441,sumbawa besar,-8.5,117.4333,23.41,88,100,1.58,ID,1715296020
442,saint-pierre,-21.3393,55.4781,23.82,73,75,9.26,RE,1715295967
443,najran,17.4924,44.1277,20.36,61,99,1.91,SA,1715296021
444,al jubayl,27.0112,49.6583,25.11,47,0,4.69,SA,1715296021
445,la ronge,55.1001,-105.2842,15.72,31,96,5.75,CA,1715296022
446,wongsorejo,-7.9908,114.4009,24.51,86,99,3.36,ID,1715295988
447,suratgarh,29.3167,73.9,31.82,28,52,6.2,IN,1715296023
448,alice springs,-23.7,133.8833,14.75,94,75,2.06,AU,1715295753
449,puerto leguizamo,-0.1934,-74.7819,23.01,99,100,1.05,CO,1715296024
450,papao,-17.75,-149.55,28.82,71,23,5.51,PF,1715296024
451,kirakira,-10.4544,161.9205,29.08,70,100,3.96,SB,1715296025
452,bulolo,-7.2,146.65,22.61,97,100,0.56,PG,1715296025
453,san julian,21.0167,-102.1667,33.7,8,37,4.3,MX,1715296026
454,odienne,9.51,-7.5692,25.16,80,93,1.24,CI,1715296026
455,loiza,18.4313,-65.8802,28.95,86,75,3.6,PR,1715296026
456,smithers,54.7804,-127.1743,21.33,41,82,0.6,CA,1715296027
457,iquique,-20.2208,-70.1431,18.02,80,1,0.95,CL,1715295973
458,shingu,33.7333,135.9833,16.36,37,0,0.61,JP,1715296028
459,kikwit,-5.041,18.8162,25.34,75,99,1.49,CD,1715296028
460,magadan,59.5667,150.8,-0.26,85,66,1.19,RU,1715296029
461,kapa'a,22.0752,-159.319,26.38,79,40,4.12,US,1715296029
462,kristiansund,63.1115,7.732,5.36,70,75,4.12,NO,1715296030
463,pacocha,-17.5833,-71.3333,17.24,88,19,1.11,PE,1715296030
464,yichun,47.7,128.9,11.42,34,100,1.98,CN,1715296030
465,pasni,25.2631,63.471,27.11,85,0,2.49,PK,1715296031
466,saint-laurent-du-maroni,5.5039,-54.0289,24.85,94,100,1.94,GF,1715295842
467,dapchi,12.4904,11.4944,34.08,24,100,2.41,NG,1715296032
468,malkapur,20.8833,76.2,31.73,42,1,2.56,IN,1715296032
469,saint-philippe,-21.3585,55.7679,23.77,79,79,6.82,RE,1715296032
470,taloda,21.5667,74.2167,27.42,70,2,6.76,IN,1715296033
471,ulladulla,-35.35,150.4667,16.23,83,100,2.54,AU,1715296034
472,sebring,27.4956,-81.4409,34.84,45,0,6.17,US,1715295538
473,vilyuysk,63.7553,121.6247,-3.89,83,38,3.13,RU,1715296035
474,linhares,-19.3911,-40.0722,23.73,89,3,1.56,BR,1715296035
475,cimitarra,6.3142,-73.9497,24.64,98,100,0.56,CO,1715296036
476,guanica,17.9716,-66.908,28.3,70,14,3.66,PR,1715296036
477,alofi,-19.0595,-169.9187,26.94,74,75,3.6,NU,1715296037
478,ituango,7.1712,-75.764,19.96,99,100,1.02,CO,1715296037
479,chinde,26.8418,88.0763,17.81,63,100,1.35,NP,1715296038
480,kralendijk,12.15,-68.2667,27.48,87,100,7.86,BQ,1715296038
481,yerofey pavlovich,53.9667,121.9667,5.97,46,100,5.39,RU,1715296039
482,le grazie di ancona,43.6008,13.5153,14.44,83,69,1.54,IT,1715296039
483,tambopata,-12.7333,-69.1833,27.94,89,20,1.03,PE,1715296040
484,saldanha,-33.0117,17.9442,14.02,87,2,3.32,ZA,1715296040
485,porlamar,10.958,-63.8491,26.9,85,87,8.23,VE,1715296041
486,bani suwayf,29.0744,31.0979,27.98,7,1,3.56,EG,1715296041
487,benxi,41.2886,123.765,18.18,63,89,4.14,CN,1715296019
488,acajutla,13.5928,-89.8275,30.38,64,64,1.65,SV,1715295934
489,sidirokastro,41.2347,23.3867,15.73,93,100,1.43,GR,1715296042
490,inarajan village,13.2736,144.7484,30.78,88,23,6.48,GU,1715296043
491,crane,31.3974,-102.3501,32.97,10,1,4.76,US,1715296043
492,hayle,50.1839,-5.4214,13.64,87,40,5.14,GB,1715296044
493,kijang,35.2442,129.2139,15.71,60,0,2.57,KR,1715296044
494,villaquilambre,42.6469,-5.5584,14.65,87,0,1.03,ES,1715296045
495,carnarvon,-24.8667,113.6333,22.43,70,96,3.01,AU,1715296045
496,kapshagay,43.8833,77.0833,20.17,43,5,4.08,KZ,1715296046
497,zemio,5.0314,25.1361,24.88,78,94,2.49,CF,1715296046
498,nizhneangarsk,55.7833,109.55,2.22,68,100,2.24,RU,1715296047
499,moyynkum,44.2914,72.9469,16.47,64,97,5.88,KZ,1715296047
500,svetlyy,54.675,20.1347,11.03,78,100,3.51,RU,1715296048
501,mitu,1.1983,-70.1733,24.4,98,93,0.7,CO,1715296048
502,kavaratti,10.5669,72.642,30.41,69,100,5.8,IN,1715296049
503,fayzabad,37.1166,70.58,17.84,81,100,0.4,AF,1715296049
504,ancud,-41.8697,-73.8203,8.66,77,50,4.57,CL,1715296050
505,lewiston orchards,46.3804,-116.9754,25.95,36,0,4.12,US,1715296050
506,talcahuano,-36.7167,-73.1167,11.04,85,100,3.38,CL,1715296050
507,castillos,-34.1667,-53.8333,8.56,80,1,1.51,UY,1715296051
508,fomboni,-12.28,43.7425,28.46,70,16,7.89,KM,1715296051
509,longview,32.5007,-94.7405,31.14,71,75,2.57,US,1715295784
510,kuala terengganu,5.3302,103.1408,26.34,90,100,2.01,MY,1715296052
511,victoria,22.2855,114.1577,25.21,77,67,4.47,HK,1715295916
512,sosnovka,56.255,51.2842,-1.12,73,63,5.11,RU,1715296053
513,berlin,52.5244,13.4105,13.27,76,0,1.03,DE,1715295805
514,port lincoln,-34.7333,135.8667,14.45,81,0,3.39,AU,1715296054
515,oberhaid,50.1333,11.8,9.08,85,28,0.51,DE,1715296054
516,pingliang,35.5392,106.6861,14.84,72,100,2.73,CN,1715296055
517,alto barinas,8.5931,-70.2261,24.69,89,100,0.64,VE,1715296055
518,puerto rosario,-24.45,-57.0833,18.45,92,71,2.33,PY,1715296056
519,argo,37.6333,22.7333,15.66,78,97,2.63,GR,1715295920
520,nikolayevsk-on-amure,53.1406,140.73,3.45,96,73,1.79,RU,1715296056
521,palikir - national government center,6.9248,158.1611,28.47,79,100,4.12,FM,1715296057
522,canchungo,12.0672,-16.0333,25.59,71,21,3.31,GW,1715296057
523,mahbubnagar,16.7333,77.9833,25.43,73,34,3.04,IN,1715296057
524,muroto-misakicho,33.2833,134.15,17.14,61,1,1.98,JP,1715296058
525,krapivinskiy,54.9992,86.8133,9.54,63,100,2.33,RU,1715296058
526,novyy urgal,51.0736,132.5642,7.19,37,20,0.55,RU,1715296059
527,lata,40.1629,-8.3327,17.73,70,0,0.83,PT,1715296059
528,polessk,54.862,21.1028,11.03,73,87,4.6,RU,1715296059
529,chake chake,-5.2459,39.7666,24.83,91,18,5.11,TZ,1715296060
530,lubang,13.8584,120.124,28.72,76,58,9.24,PH,1715296060
531,moe,-38.1667,146.2667,13.69,95,100,1.2,AU,1715296061
532,jining,35.405,116.5814,17.8,59,1,6.04,CN,1715296061
533,paris,48.8534,2.3488,16.19,75,0,3.6,FR,1715295540
534,laojunmiao,39.8333,97.7333,10.42,41,100,2.66,CN,1715296062
535,pariaman,-0.619,100.12,27.03,86,99,1.74,ID,1715295980
536,biga,40.2281,27.2422,16.7,86,100,5.3,TR,1715296062
537,belyy yar,53.6039,91.3903,0.94,80,0,0.0,RU,1715296063
538,margate,51.3813,1.3862,12.61,85,14,1.63,GB,1715295869
539,albertina,-22.2008,-46.6158,18.42,72,60,2.73,BR,1715296064
540,hun,29.1268,15.9477,18.12,53,1,2.97,LY,1715296064
541,faya-largeau,17.9257,19.1043,35.55,13,4,5.02,TD,1715296065
542,flekkefjord,58.2971,6.6607,9.97,97,98,1.73,NO,1715296065
543,osceola,28.042,-81.1242,34.41,28,5,8.48,US,1715296066
544,qujing,25.4833,103.7833,12.97,92,85,2.44,CN,1715296066
545,arroyo,41.6096,-4.7969,15.64,69,0,2.57,ES,1715296066
546,ishim,56.1128,69.4902,6.69,80,45,7.15,RU,1715296067
547,novohrad-volynskyi,50.5941,27.6165,6.27,79,23,2.35,UA,1715296067
548,port saint john's,-31.6229,29.5448,20.87,71,4,2.04,ZA,1715296068
549,bakchar,57.0186,82.0711,12.49,64,100,5.22,RU,1715296068
550,shenjiamen,29.9576,122.298,17.03,82,30,7.19,CN,1715296068
551,yelizovo,53.1873,158.3805,10.08,32,0,2.0,RU,1715295834
552,hotan,37.0997,79.9269,22.59,13,0,3.18,CN,1715296069
553,sokoni,-6.4333,39.55,26.67,83,52,8.28,TZ,1715296069
554,hutchinson island south,27.2995,-80.2205,31.15,74,0,6.71,US,1715296070
555,keelung,25.1283,121.7419,25.56,59,100,4.42,TW,1715296070
556,katsuura,35.1333,140.3,16.11,53,0,1.58,JP,1715296071
557,solleftea,63.1667,17.2667,5.92,67,99,6.46,SE,1715296071
558,pontevico,45.2744,10.0925,17.34,88,5,1.86,IT,1715296071
559,swakopmund,-22.6833,14.5333,15.55,83,16,2.24,,1715296072
560,pasvalys,56.0594,24.4036,5.82,95,92,3.96,LT,1715296073
561,kendari,-3.945,122.4989,25.16,89,99,0.74,ID,1715296073
562,beoumi,7.6736,-5.5764,25.79,84,89,1.16,CI,1715296073
563,tara,56.8944,74.371,12.05,96,70,3.5,RU,1715296074
564,warmbad,-28.45,18.7333,19.91,41,23,1.82,,1715296036
565,amungan,15.3652,119.9582,28.53,70,58,1.56,PH,1715296075
566,boke,10.9409,-14.2967,24.53,89,98,2.14,GN,1715296075
567,mitchell,43.7094,-98.0298,19.99,45,100,0.0,US,1715295977
568,ordynskoye,54.3656,81.8994,13.92,70,100,5.1,RU,1715296076
569,palkonda,18.6,83.75,27.72,76,80,1.95,IN,1715296077
570,colonia menno,-22.3667,-59.8167,17.08,73,100,3.1,PY,1715296077
571,port isabel,26.0734,-97.2086,37.05,72,100,8.23,US,1715295901
